customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,age_group,purchase_frequency_days
3277,43,Other,Leggings,Clothing,7193,Adyar,XS,Orange,Spring,3.4,Yes,Standard,Yes,14,Debit Card,Occasionally,Middle-Aged,90
3278,42,Female,Kurti,Clothing,2734,Adyar,S,Yellow,Spring,4.1,No,Free Shipping,Yes,25,UPI,Weekly,Adult,7
3279,20,Female,Tracksuit,Clothing,6422,Pallavaram,M,Maroon,Spring,3.3,Yes,Express,Yes,37,Debit Card,Fortnightly,Young Adult,14
3280,36,Other,Top,Clothing,9669,Pallavaram,M,Gray,Monsoon,2.5,Yes,Standard,No,21,Credit Card,Weekly,Adult,7
3281,65,Other,Shorts,Clothing,2568,Chromepet,XXL,Olive,Festive,2.4,Yes,Standard,Yes,38,Debit Card,Occasionally,Senior,90
3282,18,Other,Hoodie,Clothing,1310,Kodungaiyur,L,Orange,Festive,1.1,No,Standard,No,8,Cash,Fortnightly,Young Adult,14
3283,46,Other,Saree,Clothing,5027,Washermenpet,S,Beige,Festive,3.8,Yes,Express,No,31,Cash,Fortnightly,Middle-Aged,14
3284,23,Female,T-shirt,Clothing,7486,Nungambakkam,XXL,Yellow,Spring,2.3,Yes,Standard,Yes,37,Debit Card,Weekly,Young Adult,7
3285,52,Male,Top,Clothing,631,Adyar,XS,Olive,Monsoon,4.4,Yes,Standard,Yes,12,Debit Card,Fortnightly,Middle-Aged,14
3286,46,Male,Pajamas,Clothing,4243,Egmore,XXL,Gray,Winter,1.0,No,Standard,No,11,Net Banking,Monthly,Middle-Aged,30
3287,35,Male,Jacket,Clothing,8385,Ambattur,S,Olive,Festive,1.9,No,Free Shipping,Yes,38,Debit Card,Fortnightly,Adult,14
3288,58,Other,Jacket,Clothing,3427,Pallavaram,XL,Gray,Festive,1.2,No,Standard,No,31,Wallet,Weekly,Senior,7
3289,59,Other,Tracksuit,Clothing,6460,Guindy,S,Pink,Winter,2.1,No,Express,Yes,35,Debit Card,Monthly,Senior,30
3290,25,Other,Scarf,Clothing,3181,Perambur,XL,Teal,Monsoon,2.4,Yes,Express,Yes,19,Debit Card,Weekly,Young Adult,7
3291,23,Male,Top,Clothing,9072,Kodungaiyur,XL,Black,Summer,4.1,No,Standard,No,36,Net Banking,Weekly,Young Adult,7
3292,46,Female,Saree,Clothing,5634,Chromepet,XXL,Red,Summer,1.1,No,Standard,Yes,14,Credit Card,Occasionally,Middle-Aged,90
3293,32,Female,Jacket,Clothing,7831,Perambur,M,Gray,Winter,5.0,Yes,Standard,Yes,17,Debit Card,Fortnightly,Adult,14
3294,57,Other,Leggings,Clothing,6250,Washermenpet,L,Teal,Spring,2.3,Yes,Free Shipping,Yes,20,Credit Card,Occasionally,Senior,90
3295,57,Male,Scarf,Clothing,4749,Chromepet,XXL,Brown,Monsoon,2.6,Yes,Free Shipping,Yes,34,Net Banking,Weekly,Senior,7
3296,46,Male,Saree,Clothing,5914,Perambur,L,Beige,Spring,1.1,No,Express,Yes,18,Debit Card,Fortnightly,Middle-Aged,14
3297,25,Male,Jacket,Clothing,6545,Chromepet,XS,Gray,Spring,1.7,No,Free Shipping,Yes,4,Wallet,Occasionally,Young Adult,90
3298,61,Other,T-shirt,Clothing,3720,Kodungaiyur,XS,Purple,Festive,4.6,Yes,Express,Yes,38,Debit Card,Occasionally,Senior,90
3299,37,Male,Top,Clothing,5634,Madipakkam,L,Navy,Festive,3.5,No,Standard,No,27,Credit Card,Weekly,Adult,7
3300,46,Male,Tracksuit,Clothing,7111,Kodungaiyur,XL,Black,Monsoon,2.2,No,Standard,No,9,Cash,Weekly,Middle-Aged,7
3301,65,Female,Saree,Clothing,7887,Kodungaiyur,XS,Yellow,Festive,4.1,Yes,Express,Yes,17,Cash,Fortnightly,Senior,14
3302,39,Other,Jeans,Clothing,6518,Madipakkam,XXL,Teal,Spring,3.4,Yes,Free Shipping,Yes,2,Wallet,Monthly,Adult,30
3303,16,Male,Top,Clothing,6256,Anna Nagar,XL,Orange,Spring,4.2,Yes,Standard,Yes,5,Debit Card,Fortnightly,Young Adult,14
3304,57,Female,Leggings,Clothing,8734,Adyar,XXL,Navy,Winter,3.4,Yes,Standard,No,23,Wallet,Fortnightly,Senior,14
3305,57,Male,Sweater,Clothing,6609,Pallavaram,XXL,Green,Spring,1.2,No,Free Shipping,Yes,37,Cash,Occasionally,Senior,90
3306,50,Male,Chinos,Clothing,8760,Washermenpet,XL,Gray,Summer,4.0,Yes,Free Shipping,Yes,2,UPI,Fortnightly,Middle-Aged,14
3307,25,Other,Leggings,Clothing,7389,Ambattur,L,Yellow,Spring,1.7,Yes,Standard,Yes,6,Cash,Fortnightly,Young Adult,14
3308,61,Male,Scarf,Clothing,4675,Guindy,XXL,Navy,Summer,1.6,Yes,Free Shipping,No,19,Wallet,Fortnightly,Senior,14
3309,63,Male,Jeans,Clothing,3608,Ambattur,XL,Olive,Summer,4.9,Yes,Free Shipping,No,10,Net Banking,Occasionally,Senior,90
3310,19,Female,Shorts,Clothing,1990,Anna Nagar,M,Beige,Summer,1.8,Yes,Express,No,15,Net Banking,Monthly,Young Adult,30
3311,25,Female,Blazer,Clothing,6752,Ambattur,XL,Maroon,Festive,4.6,Yes,Standard,No,8,Debit Card,Weekly,Young Adult,7
3312,32,Other,Kurti,Clothing,6089,Royapettah,S,White,Summer,1.7,Yes,Express,No,37,UPI,Weekly,Adult,7
3313,30,Other,Jacket,Clothing,9670,Perambur,XXL,Red,Spring,1.1,No,Express,No,6,Cash,Occasionally,Adult,90
3314,21,Male,Chinos,Clothing,4815,Mylapore,XXL,Beige,Spring,3.4,No,Express,Yes,3,Net Banking,Fortnightly,Young Adult,14
3315,40,Female,Tracksuit,Clothing,763,Thiruvanmiyur,XXL,Pink,Spring,1.9,No,Express,No,38,Net Banking,Fortnightly,Adult,14
3316,36,Female,Blazer,Clothing,3048,Velachery,XS,Red,Festive,2.3,No,Express,No,27,Debit Card,Occasionally,Adult,90
3317,24,Other,Hoodie,Clothing,2235,Tambaram,L,Gray,Winter,2.6,Yes,Express,No,2,Debit Card,Monthly,Young Adult,30
3318,40,Female,Chinos,Clothing,9087,Madipakkam,XS,Brown,Spring,1.6,No,Standard,Yes,28,Debit Card,Monthly,Adult,30
3319,27,Other,Shirt,Clothing,5770,Chromepet,L,White,Summer,3.1,No,Standard,Yes,18,UPI,Weekly,Young Adult,7
3320,54,Female,Formal Pants,Clothing,6993,Royapettah,M,Purple,Festive,1.4,No,Express,No,15,Net Banking,Monthly,Middle-Aged,30
3321,25,Male,Tracksuit,Clothing,5796,Kodungaiyur,XS,Pink,Monsoon,3.0,Yes,Express,No,21,Net Banking,Monthly,Young Adult,30
3322,24,Female,Leggings,Clothing,7174,Madipakkam,S,Red,Winter,1.6,Yes,Express,No,31,Net Banking,Occasionally,Young Adult,90
3323,68,Female,Chinos,Clothing,1765,Pallavaram,M,Purple,Festive,1.1,Yes,Free Shipping,No,34,Cash,Monthly,Senior,30
3324,64,Other,Jeans,Clothing,2919,Pallavaram,L,Olive,Festive,3.9,Yes,Free Shipping,Yes,12,Cash,Monthly,Senior,30
3325,35,Female,Dress,Clothing,2064,Adyar,L,Red,Festive,4.4,Yes,Standard,Yes,3,Wallet,Monthly,Adult,30
3326,32,Female,Kurti,Clothing,5414,Guindy,S,Green,Spring,3.5,No,Free Shipping,No,2,Cash,Fortnightly,Adult,14
3327,23,Other,Sweater,Clothing,8943,Madipakkam,XS,Pink,Monsoon,2.5,No,Standard,No,12,Net Banking,Fortnightly,Young Adult,14
3328,49,Male,Jeans,Clothing,2080,Adyar,XS,Blue,Monsoon,2.3,Yes,Standard,No,10,Cash,Fortnightly,Middle-Aged,14
3329,56,Female,Pajamas,Clothing,9119,Pallavaram,M,Green,Summer,3.3,Yes,Express,No,21,Credit Card,Occasionally,Middle-Aged,90
3330,56,Other,Shirt,Clothing,5377,Madipakkam,M,White,Winter,3.6,Yes,Free Shipping,No,15,Wallet,Monthly,Middle-Aged,30
3331,42,Other,Kurti,Clothing,6880,Ambattur,S,Red,Festive,1.5,No,Free Shipping,No,1,UPI,Fortnightly,Adult,14
3332,16,Male,Saree,Clothing,8681,Washermenpet,M,Red,Winter,1.7,No,Free Shipping,No,12,Wallet,Fortnightly,Young Adult,14
3333,62,Male,Jacket,Clothing,440,T Nagar,XL,Navy,Festive,3.4,No,Standard,Yes,24,Debit Card,Occasionally,Senior,90
3334,57,Other,Skirt,Clothing,388,Pallavaram,XXL,Teal,Monsoon,3.9,No,Free Shipping,Yes,1,UPI,Weekly,Senior,7
3335,20,Male,Hoodie,Clothing,8982,Nungambakkam,L,Orange,Festive,2.1,No,Free Shipping,Yes,10,Wallet,Fortnightly,Young Adult,14
3336,19,Other,Pajamas,Clothing,9959,Royapettah,XL,Yellow,Winter,1.3,Yes,Standard,Yes,16,Debit Card,Occasionally,Young Adult,90
3337,24,Female,Chinos,Clothing,2217,Mylapore,M,Maroon,Summer,4.8,Yes,Free Shipping,No,0,UPI,Monthly,Young Adult,30
3338,66,Male,Tracksuit,Clothing,1630,Washermenpet,XL,White,Monsoon,3.0,No,Express,No,16,Net Banking,Monthly,Senior,30
3339,69,Female,Kurti,Clothing,1089,Pallavaram,XL,Pink,Summer,2.9,No,Express,Yes,38,Debit Card,Monthly,Senior,30
3340,44,Other,Shirt,Clothing,9210,Washermenpet,S,Teal,Monsoon,2.4,Yes,Express,No,13,Credit Card,Monthly,Middle-Aged,30
3341,26,Female,Hoodie,Clothing,442,Washermenpet,XXL,Beige,Winter,1.4,No,Standard,No,22,Net Banking,Weekly,Young Adult,7
3342,59,Other,Dress,Clothing,3178,Kodungaiyur,XXL,Navy,Summer,1.7,Yes,Express,No,0,Cash,Occasionally,Senior,90
3343,49,Other,Scarf,Clothing,7049,Guindy,XS,Brown,Summer,2.1,No,Standard,No,30,Wallet,Occasionally,Middle-Aged,90
3344,48,Other,Leggings,Clothing,7366,Madipakkam,XXL,Black,Spring,1.6,Yes,Standard,Yes,26,Debit Card,Occasionally,Middle-Aged,90
3345,25,Female,Shorts,Clothing,5503,Tambaram,XL,Green,Summer,3.2,Yes,Standard,No,26,Credit Card,Monthly,Young Adult,30
3346,40,Male,Hoodie,Clothing,1786,Guindy,XS,Black,Spring,2.0,No,Express,No,12,Wallet,Fortnightly,Adult,14
3347,47,Other,Saree,Clothing,5841,Thiruvanmiyur,XS,Red,Monsoon,4.2,Yes,Free Shipping,No,28,Cash,Monthly,Middle-Aged,30
3348,57,Female,Top,Clothing,6548,Anna Nagar,M,Black,Monsoon,4.4,Yes,Express,Yes,14,Credit Card,Weekly,Senior,7
3349,41,Male,Leggings,Clothing,6171,Perambur,XL,Brown,Summer,3.7,Yes,Express,Yes,7,UPI,Occasionally,Adult,90
3350,39,Male,Hoodie,Clothing,6225,Madipakkam,L,Red,Spring,4.3,No,Standard,No,38,Net Banking,Weekly,Adult,7
3351,68,Female,Blazer,Clothing,1554,Ambattur,XXL,Purple,Spring,2.1,No,Express,Yes,1,UPI,Fortnightly,Senior,14
3352,39,Male,Top,Clothing,6825,Chromepet,M,Navy,Festive,3.4,Yes,Standard,Yes,27,Cash,Fortnightly,Adult,14
3353,26,Female,Skirt,Clothing,5701,Washermenpet,XL,White,Spring,3.6,Yes,Standard,No,28,Debit Card,Fortnightly,Young Adult,14
3354,21,Female,Jeans,Clothing,2627,Saidapet,M,Brown,Spring,4.4,Yes,Standard,No,9,UPI,Weekly,Young Adult,7
3355,68,Female,Cap,Clothing,7800,Ambattur,S,Pink,Summer,2.9,No,Standard,Yes,8,Credit Card,Fortnightly,Senior,14
3356,63,Other,Shorts,Clothing,3206,Egmore,S,White,Winter,4.8,Yes,Free Shipping,No,35,UPI,Occasionally,Senior,90
3357,49,Other,Shirt,Clothing,2198,Royapettah,XXL,Teal,Monsoon,2.7,No,Standard,Yes,15,Credit Card,Weekly,Middle-Aged,7
3358,27,Female,Scarf,Clothing,7208,Pallavaram,L,Orange,Monsoon,4.6,No,Standard,Yes,32,Credit Card,Fortnightly,Young Adult,14
3359,65,Other,Kurti,Clothing,1495,Kodungaiyur,M,Black,Spring,3.8,No,Free Shipping,Yes,16,Wallet,Weekly,Senior,7
3360,53,Female,Leggings,Clothing,869,Nungambakkam,XXL,Navy,Monsoon,2.0,Yes,Express,No,34,Debit Card,Fortnightly,Middle-Aged,14
3361,25,Male,Pajamas,Clothing,1047,Tambaram,S,Yellow,Summer,1.2,No,Free Shipping,No,14,Cash,Occasionally,Young Adult,90
3362,31,Other,Kurti,Clothing,8464,Velachery,XL,Green,Spring,4.1,No,Free Shipping,No,10,Wallet,Weekly,Adult,7
3363,64,Other,T-shirt,Clothing,1371,Perambur,M,Blue,Monsoon,1.6,No,Standard,Yes,10,Wallet,Fortnightly,Senior,14
3364,47,Male,Jeans,Clothing,8885,Velachery,M,Yellow,Winter,1.7,No,Express,Yes,19,Wallet,Monthly,Middle-Aged,30
3365,60,Female,Jacket,Clothing,8545,Egmore,XXL,Black,Summer,3.0,No,Standard,No,11,Net Banking,Monthly,Senior,30
3366,39,Female,Dress,Clothing,3017,Royapettah,XS,Red,Monsoon,1.3,No,Free Shipping,Yes,6,Debit Card,Fortnightly,Adult,14
3367,44,Female,Kurti,Clothing,4339,Ambattur,S,Navy,Monsoon,3.0,Yes,Free Shipping,No,19,UPI,Fortnightly,Middle-Aged,14
3368,67,Other,Formal Pants,Clothing,8476,Mylapore,XS,Red,Summer,3.8,No,Standard,Yes,13,Cash,Occasionally,Senior,90
3369,55,Female,Chinos,Clothing,1777,Saidapet,XL,Orange,Spring,4.0,Yes,Standard,No,18,Debit Card,Weekly,Middle-Aged,7
3370,40,Female,Dress,Clothing,1058,Mylapore,M,Maroon,Festive,2.4,No,Express,No,19,Wallet,Fortnightly,Adult,14
3371,48,Male,Dress,Clothing,7742,Saidapet,XS,Red,Spring,1.1,Yes,Express,Yes,3,Debit Card,Monthly,Middle-Aged,30
3372,21,Other,Pajamas,Clothing,5269,Madipakkam,XS,Beige,Festive,4.5,Yes,Standard,No,3,Debit Card,Fortnightly,Young Adult,14
3373,43,Male,Dress,Clothing,5014,Pallavaram,XXL,White,Winter,2.3,No,Standard,No,6,Cash,Weekly,Middle-Aged,7
3374,42,Male,Dress,Clothing,6047,Adyar,L,Brown,Festive,2.2,No,Express,No,19,UPI,Monthly,Adult,30
3375,34,Female,Dress,Clothing,878,Perambur,L,Navy,Festive,4.9,Yes,Free Shipping,No,12,Debit Card,Occasionally,Adult,90
3376,27,Female,T-shirt,Clothing,8927,Pallavaram,M,Brown,Festive,4.0,Yes,Free Shipping,No,37,Debit Card,Occasionally,Young Adult,90
3377,29,Female,Jeans,Clothing,5868,Thiruvanmiyur,XL,Navy,Winter,3.8,No,Standard,No,12,Cash,Fortnightly,Young Adult,14
3378,56,Female,Tracksuit,Clothing,6692,T Nagar,M,Teal,Festive,2.1,Yes,Standard,Yes,28,Wallet,Monthly,Middle-Aged,30
3379,64,Male,Sweater,Clothing,3728,Kodungaiyur,S,Green,Winter,1.9,Yes,Express,No,23,Credit Card,Fortnightly,Senior,14
3380,31,Female,Kurti,Clothing,5769,Egmore,XXL,Maroon,Monsoon,3.5,Yes,Express,Yes,30,UPI,Weekly,Adult,7
3381,66,Female,Formal Pants,Clothing,7189,Madipakkam,L,Teal,Winter,3.5,No,Standard,No,10,UPI,Fortnightly,Senior,14
3382,57,Male,Chinos,Clothing,7624,Tambaram,XS,Pink,Festive,1.1,Yes,Free Shipping,No,11,Debit Card,Monthly,Senior,30
3383,64,Other,Jacket,Clothing,4144,Chromepet,XL,Green,Winter,1.1,No,Standard,Yes,24,Wallet,Occasionally,Senior,90
3384,64,Other,Cap,Clothing,2988,Porur,XXL,Navy,Winter,4.0,No,Standard,No,25,Cash,Monthly,Senior,30
3385,28,Other,T-shirt,Clothing,1540,Madipakkam,M,Navy,Spring,3.7,Yes,Standard,Yes,31,Wallet,Monthly,Young Adult,30
3386,47,Other,Kurti,Clothing,8445,Adyar,XXL,Blue,Spring,3.2,No,Standard,Yes,12,Debit Card,Monthly,Middle-Aged,30
3387,56,Other,Jeans,Clothing,8290,Tambaram,L,Yellow,Festive,2.3,Yes,Express,No,4,Wallet,Occasionally,Middle-Aged,90
3388,23,Other,Cap,Clothing,7968,Guindy,M,Beige,Winter,3.8,No,Free Shipping,Yes,39,Cash,Fortnightly,Young Adult,14
3389,67,Female,Pajamas,Clothing,1606,Mylapore,XL,Olive,Winter,4.8,No,Standard,Yes,14,Debit Card,Occasionally,Senior,90
3390,66,Male,Skirt,Clothing,7121,Porur,XS,Orange,Festive,2.1,Yes,Standard,No,1,Wallet,Occasionally,Senior,90
3391,24,Female,Blazer,Clothing,1628,Velachery,M,Maroon,Winter,1.4,No,Free Shipping,Yes,29,Cash,Weekly,Young Adult,7
3392,35,Male,Shorts,Clothing,5594,Ambattur,L,Yellow,Monsoon,4.8,Yes,Free Shipping,No,6,Wallet,Weekly,Adult,7
3393,35,Male,Kurti,Clothing,1423,Perambur,XS,Teal,Spring,2.5,Yes,Standard,No,15,Credit Card,Monthly,Adult,30
3394,22,Male,Shorts,Clothing,1415,Nungambakkam,M,Teal,Monsoon,4.5,Yes,Standard,No,10,Credit Card,Monthly,Young Adult,30
3395,26,Male,Jeans,Clothing,8507,Mylapore,M,Brown,Spring,1.6,No,Standard,No,39,Credit Card,Fortnightly,Young Adult,14
3396,62,Male,Kurti,Clothing,9489,Pallavaram,L,Maroon,Monsoon,3.8,No,Standard,Yes,20,Net Banking,Occasionally,Senior,90
3397,64,Male,Chinos,Clothing,4723,Velachery,XXL,Olive,Spring,4.9,No,Free Shipping,No,38,Cash,Monthly,Senior,30
3398,54,Male,Shirt,Clothing,1858,Anna Nagar,XL,White,Monsoon,2.9,Yes,Express,Yes,25,Net Banking,Weekly,Middle-Aged,7
3399,51,Male,Leggings,Clothing,4746,Ambattur,XXL,Teal,Summer,1.4,Yes,Free Shipping,Yes,36,Debit Card,Occasionally,Middle-Aged,90
3400,36,Other,Formal Pants,Clothing,3856,Guindy,XS,Red,Monsoon,4.9,No,Standard,Yes,28,Cash,Monthly,Adult,30
3401,62,Male,Jeans,Clothing,2399,T Nagar,XL,Olive,Festive,1.4,Yes,Standard,Yes,11,UPI,Occasionally,Senior,90
3402,47,Other,Kurti,Clothing,7371,Guindy,L,Beige,Winter,4.0,Yes,Free Shipping,Yes,16,Debit Card,Monthly,Middle-Aged,30
3403,64,Male,Shirt,Clothing,864,T Nagar,S,Gray,Festive,3.2,No,Standard,No,0,UPI,Weekly,Senior,7
3404,28,Female,Pajamas,Clothing,8361,Madipakkam,L,Teal,Festive,2.8,No,Express,Yes,37,Credit Card,Fortnightly,Young Adult,14
3405,29,Male,Chinos,Clothing,3207,Ambattur,XXL,Teal,Festive,4.0,No,Free Shipping,Yes,12,Wallet,Fortnightly,Young Adult,14
3406,16,Male,Pajamas,Clothing,1165,Anna Nagar,XXL,Green,Monsoon,2.6,Yes,Standard,No,1,UPI,Monthly,Young Adult,30
3407,49,Other,Jeans,Clothing,3378,T Nagar,XS,Black,Spring,3.0,Yes,Standard,No,19,Credit Card,Occasionally,Middle-Aged,90
3408,31,Female,Blazer,Clothing,6997,Mylapore,XL,Teal,Spring,4.3,No,Standard,No,12,UPI,Weekly,Adult,7
3409,17,Male,Shirt,Clothing,9850,Thiruvanmiyur,XS,Green,Winter,1.7,No,Express,Yes,26,Net Banking,Occasionally,Young Adult,90
3410,57,Female,Dress,Clothing,7983,Porur,L,Green,Spring,3.1,Yes,Express,No,34,Net Banking,Monthly,Senior,30
3411,64,Other,Sweater,Clothing,1376,T Nagar,M,Pink,Winter,2.2,Yes,Free Shipping,No,12,UPI,Monthly,Senior,30
3412,51,Other,Scarf,Clothing,9459,Tambaram,XS,Beige,Summer,2.2,No,Standard,No,26,UPI,Monthly,Middle-Aged,30
3413,69,Other,Pajamas,Clothing,6192,Pallavaram,S,Gray,Summer,4.8,No,Standard,No,9,Cash,Occasionally,Senior,90
3414,20,Female,Leggings,Clothing,6214,Saidapet,XL,Blue,Spring,4.7,Yes,Express,Yes,34,UPI,Fortnightly,Young Adult,14
3415,68,Other,T-shirt,Clothing,6525,Chromepet,L,Purple,Monsoon,4.1,Yes,Free Shipping,Yes,26,Net Banking,Monthly,Senior,30
3416,59,Female,Saree,Clothing,2609,Chromepet,S,Beige,Spring,3.0,Yes,Free Shipping,No,7,Debit Card,Weekly,Senior,7
3417,25,Other,Skirt,Clothing,7702,Adyar,L,Orange,Summer,3.4,Yes,Express,Yes,15,UPI,Weekly,Young Adult,7
3418,54,Other,Pajamas,Clothing,1595,Velachery,XL,Teal,Summer,3.3,Yes,Standard,Yes,14,Wallet,Weekly,Middle-Aged,7
3419,52,Other,Top,Clothing,8783,Nungambakkam,L,Black,Monsoon,1.1,Yes,Standard,No,15,Net Banking,Monthly,Middle-Aged,30
3420,58,Male,Formal Pants,Clothing,4961,Thiruvanmiyur,L,White,Summer,1.1,Yes,Express,Yes,6,Credit Card,Weekly,Senior,7
3421,56,Other,Saree,Clothing,4277,Velachery,XL,Purple,Winter,1.7,Yes,Express,Yes,37,Net Banking,Occasionally,Middle-Aged,90
3422,27,Male,Shorts,Clothing,9385,Mylapore,M,Orange,Spring,4.8,No,Standard,No,10,Debit Card,Weekly,Young Adult,7
3423,18,Female,Top,Clothing,2549,Chromepet,L,Beige,Monsoon,5.0,No,Standard,Yes,4,Cash,Weekly,Young Adult,7
3424,58,Male,Shorts,Clothing,1608,Royapettah,XL,Navy,Summer,4.7,No,Free Shipping,Yes,8,Debit Card,Weekly,Senior,7
3425,17,Other,Hoodie,Clothing,5657,Royapettah,XXL,Green,Winter,1.2,No,Free Shipping,No,2,Debit Card,Fortnightly,Young Adult,14
3426,40,Other,Pajamas,Clothing,5566,Egmore,XXL,Yellow,Winter,1.6,Yes,Express,No,1,Cash,Fortnightly,Adult,14
3427,41,Female,Shorts,Clothing,1829,Ambattur,XXL,White,Spring,1.4,No,Free Shipping,No,15,Credit Card,Occasionally,Adult,90
3428,65,Male,Shirt,Clothing,2269,Chromepet,L,Brown,Festive,2.5,No,Free Shipping,No,4,Cash,Weekly,Senior,7
3429,38,Other,Chinos,Clothing,834,Washermenpet,L,Orange,Winter,3.7,Yes,Free Shipping,No,3,Net Banking,Occasionally,Adult,90
3430,16,Other,Hoodie,Clothing,7389,Egmore,M,Teal,Monsoon,2.2,No,Express,Yes,18,Credit Card,Occasionally,Young Adult,90
3431,56,Male,Shirt,Clothing,8265,Pallavaram,L,White,Winter,3.3,No,Standard,No,28,Debit Card,Fortnightly,Middle-Aged,14
3432,44,Female,Formal Pants,Clothing,9914,T Nagar,M,Blue,Spring,2.7,No,Express,Yes,36,Debit Card,Occasionally,Middle-Aged,90
3433,25,Other,Kurti,Clothing,4798,Chromepet,L,Red,Monsoon,2.9,No,Standard,No,8,Debit Card,Weekly,Young Adult,7
3434,24,Female,Dress,Clothing,9059,Chromepet,L,Black,Festive,1.9,Yes,Free Shipping,No,24,Credit Card,Weekly,Young Adult,7
3435,62,Female,Hoodie,Clothing,3887,Thiruvanmiyur,L,Beige,Spring,3.3,No,Standard,No,17,Cash,Occasionally,Senior,90
3436,16,Female,Blazer,Clothing,5679,Tambaram,XXL,Red,Spring,4.3,Yes,Express,No,9,Cash,Weekly,Young Adult,7
3437,19,Other,Jacket,Clothing,4267,Velachery,XS,Olive,Summer,3.6,No,Express,Yes,26,UPI,Monthly,Young Adult,30
3438,67,Male,Jeans,Clothing,8302,Porur,L,Green,Winter,2.1,Yes,Standard,No,27,Net Banking,Monthly,Senior,30
3439,44,Female,Formal Pants,Clothing,1699,Madipakkam,S,Navy,Summer,3.9,Yes,Standard,No,22,UPI,Fortnightly,Middle-Aged,14
3440,17,Male,Jacket,Clothing,6381,Ambattur,XL,Beige,Winter,2.9,No,Free Shipping,No,39,Wallet,Fortnightly,Young Adult,14
3441,55,Female,Leggings,Clothing,5225,Royapettah,XL,Olive,Summer,2.9,Yes,Free Shipping,No,6,Wallet,Occasionally,Middle-Aged,90
3442,42,Other,Cap,Clothing,5844,Porur,M,Green,Festive,3.3,Yes,Free Shipping,Yes,7,UPI,Weekly,Adult,7
3443,48,Female,Top,Clothing,4978,Washermenpet,XXL,Purple,Monsoon,1.4,No,Free Shipping,Yes,2,Debit Card,Fortnightly,Middle-Aged,14
3444,34,Male,T-shirt,Clothing,1079,Pallavaram,L,White,Winter,1.5,Yes,Express,Yes,8,Credit Card,Fortnightly,Adult,14
3445,65,Male,Formal Pants,Clothing,2605,Egmore,XL,Brown,Monsoon,2.1,Yes,Free Shipping,Yes,17,Debit Card,Fortnightly,Senior,14
3446,69,Male,Chinos,Clothing,7864,Pallavaram,S,Black,Festive,3.9,No,Express,Yes,28,Debit Card,Fortnightly,Senior,14
3447,66,Female,Scarf,Clothing,1371,Porur,S,Black,Summer,3.9,Yes,Standard,Yes,4,Cash,Fortnightly,Senior,14
3448,67,Other,Cap,Clothing,2600,Chromepet,L,Green,Monsoon,3.8,No,Free Shipping,No,27,UPI,Weekly,Senior,7
3449,30,Other,Pajamas,Clothing,8536,Guindy,S,Beige,Monsoon,2.7,No,Standard,No,28,Credit Card,Monthly,Adult,30
3450,18,Female,Jeans,Clothing,410,Nungambakkam,M,Red,Winter,3.8,Yes,Free Shipping,No,35,Cash,Monthly,Young Adult,30
3451,55,Female,Jeans,Clothing,1341,Saidapet,XS,Beige,Summer,3.3,Yes,Express,Yes,31,Debit Card,Fortnightly,Middle-Aged,14
3452,58,Other,Skirt,Clothing,2627,Kodungaiyur,XXL,Brown,Festive,4.6,No,Express,Yes,16,Cash,Weekly,Senior,7
3453,28,Other,Shorts,Clothing,1249,Perambur,XS,Red,Monsoon,4.8,No,Express,No,39,Credit Card,Fortnightly,Young Adult,14
3454,64,Female,Blazer,Clothing,6438,Chromepet,XS,White,Monsoon,1.0,Yes,Free Shipping,Yes,33,UPI,Occasionally,Senior,90
3455,49,Male,Jacket,Clothing,5535,Guindy,XL,Yellow,Summer,1.4,No,Free Shipping,Yes,15,Net Banking,Monthly,Middle-Aged,30
3456,39,Male,Blazer,Clothing,8262,Chromepet,XS,Orange,Summer,1.7,Yes,Standard,Yes,21,Net Banking,Weekly,Adult,7
3457,36,Other,Leggings,Clothing,2236,Perambur,XXL,Orange,Monsoon,1.4,No,Express,Yes,38,Wallet,Monthly,Adult,30
3458,40,Female,Shirt,Clothing,5094,Pallavaram,XXL,Olive,Festive,4.2,No,Free Shipping,No,11,UPI,Fortnightly,Adult,14
3459,49,Male,Sweater,Clothing,2575,Anna Nagar,S,Teal,Winter,2.2,Yes,Express,Yes,8,Cash,Fortnightly,Middle-Aged,14
3460,52,Male,Scarf,Clothing,7146,Porur,S,White,Monsoon,5.0,Yes,Express,No,5,Wallet,Monthly,Middle-Aged,30
3461,53,Other,Shorts,Clothing,4903,Ambattur,L,White,Winter,1.1,No,Express,Yes,37,Cash,Occasionally,Middle-Aged,90
3462,31,Female,Scarf,Clothing,9041,Kodungaiyur,XS,Blue,Winter,3.7,Yes,Free Shipping,Yes,15,UPI,Weekly,Adult,7
3463,32,Female,Pajamas,Clothing,9942,Nungambakkam,M,Blue,Summer,3.0,No,Express,No,1,Credit Card,Occasionally,Adult,90
3464,62,Other,Shorts,Clothing,9688,Pallavaram,XS,Teal,Festive,2.8,Yes,Express,Yes,24,Net Banking,Weekly,Senior,7
3465,32,Other,Hoodie,Clothing,6264,Tambaram,L,Beige,Festive,2.6,No,Free Shipping,Yes,21,Net Banking,Monthly,Adult,30
